MONTH,DAY_OF_MONTH,DAY_OF_WEEK,OP_UNIQUE_CARRIER,TAIL_NUM,DEST,DEP_DELAY,CRS_ELAPSED_TIME,DISTANCE,CRS_DEP_M,DEP_TIME_M,CRS_ARR_M,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Condition,sch_dep,sch_arr,TAXI_OUT,Is_delayed
11,13,3,B6,N903JB,DEN,1,275,1626,1214,1215,1369,30,7 ,38,N,9,0,30.43,Mostly Cloudy,29,44,19,0
11,13,3,DL,N696DL,SAN,43,383,2446,1175,1218,1378,30,7 ,38,N,9,0,30.43,Mostly Cloudy,29,44,17,1
11,13,3,9E,N326PQ,CHS,-5,146,636,1229,1224,1375,30,7 ,38,N,9,0,30.43,Mostly Cloudy,29,44,17,0
11,13,3,DL,N835DN,LAS,-5,364,2248,1229,1224,1413,30,7 ,38,N,9,0,30.43,Mostly Cloudy,29,44,24,0
11,13,3,YX,N210JQ,CMH,8,128,483,1220,1228,1348,30,7 ,38,N,9,0,30.43,Mostly Cloudy,29,44,14,0
11,13,3,AA,N111ZM,LAX,1,391,2475,1230,1231,1,30,7 ,38,N,9,0,30.43,Mostly Cloudy,29,44,18,0
11,13,3,B6,N955JB,PBI,-7,183,1028,1243,1236,1426,30,7 ,38,N,9,0,30.43,Mostly Cloudy,29,44,22,0
11,13,3,B6,N309JB,JAX,6,157,828,1230,1236,1387,30,7 ,38,N,9,0,30.43,Mostly Cloudy,29,44,15,0
11,13,3,9E,N133EV,RIC,37,117,288,1210,1247,1327,30,7 ,38,N,9,0,30.43,Mostly Cloudy,29,44,16,1
11,13,3,B6,N973JT,PSE,-8,239,1617,1260,1252,119,30,7 ,38,NNW,7,0,30.44,Mostly Cloudy,29,44,15,0
11,13,3,DL,N956AT,DCA,-1,89,213,1254,1253,1343,30,7 ,38,NNW,7,0,30.44,Mostly Cloudy,29,44,28,0
11,13,3,9E,N8894A,BWI,-5,82,184,1259,1254,1341,30,7 ,38,NNW,7,0,30.44,Mostly Cloudy,29,44,14,0
11,13,3,DL,N928DU,ATL,-4,156,760,1259,1255,1415,30,7 ,38,NNW,7,0,30.44,Mostly Cloudy,29,44,12,0
11,13,3,9E,N195PQ,RDU,1,124,427,1255,1256,1379,30,7 ,38,NNW,7,0,30.44,Mostly Cloudy,29,44,29,0
11,13,3,AA,N104NN,SFO,-4,405,2586,1275,1271,60,30,7 ,38,NNW,7,0,30.44,Mostly Cloudy,28,31,26,0
11,13,3,9E,N902XJ,PIT,-3,116,340,1275,1272,1391,30,7 ,38,NNW,7,0,30.44,Mostly Cloudy,28,31,20,0
11,13,3,AA,N827AW,PHX,-5,348,2153,1282,1277,70,30,7 ,38,NNW,7,0,30.44,Mostly Cloudy,28,31,24,0
11,13,3,9E,N924EV,ORF,0,97,290,1279,1279,1376,30,7 ,38,NNW,7,0,30.44,Mostly Cloudy,28,31,19,0
11,13,3,B6,N929JB,LAX,2,376,2475,1280,1282,36,30,7 ,38,NNW,7,0,30.44,Mostly Cloudy,28,31,20,0
11,13,3,9E,N8869B,IAD,-5,87,228,1289,1284,1376,30,7 ,38,NNW,7,0,30.44,Mostly Cloudy,28,31,30,0
11,13,3,AA,N117AN,LAX,-6,384,2475,1290,1284,54,30,7 ,38,NNW,7,0,30.44,Mostly Cloudy,28,31,19,0
11,13,3,AA,N824NN,AUS,-6,264,1521,1290,1284,54,30,7 ,38,NNW,7,0,30.44,Mostly Cloudy,28,31,20,0
11,13,3,B6,N985JT,LAS,-5,347,2248,1290,1285,17,30,7 ,38,NNW,7,0,30.44,Mostly Cloudy,28,31,23,0
11,13,3,MQ,N838AE,RDU,-3,114,427,1290,1287,1404,30,7 ,38,NNW,7,0,30.44,Mostly Cloudy,28,31,25,0
11,13,3,B6,N715JB,AUS,-8,252,1521,1295,1287,47,30,7 ,38,NNW,7,0,30.44,Mostly Cloudy,28,31,26,0
11,13,3,DL,N177DN,LAX,1,381,2475,1289,1290,50,30,7 ,38,NNW,7,0,30.44,Mostly Cloudy,28,31,16,0
11,13,3,B6,N957JB,RSW,-13,191,1074,1310,1297,61,30,7 ,38,NNW,7,0,30.44,Mostly Cloudy,28,31,23,0
11,13,3,B6,N945JT,SFO,-10,390,2586,1309,1299,79,30,7 ,38,NNW,7,0,30.44,Mostly Cloudy,28,31,23,0
11,13,3,B6,N592JB,TPA,10,179,1005,1305,1315,44,27,10,49,NNE,7,0,30.43,Mostly Cloudy,28,31,21,0
11,13,3,9E,N303PQ,ROC,-5,94,264,1320,1315,1414,27,10,49,NNE,7,0,30.43,Mostly Cloudy,28,31,17,0
11,13,3,B6,N561JB,MCO,-7,168,944,1323,1316,51,27,10,49,NNE,7,0,30.43,Mostly Cloudy,28,31,19,0
11,13,3,OO,N275SY,ORD,121,180,740,1195,1316,1315,27,10,49,NNE,7,0,30.43,Mostly Cloudy,28,31,15,1
11,13,3,9E,N330PQ,PWM,-14,83,273,1340,1326,1423,27,10,49,NNE,7,0,30.43,Mostly Cloudy,23,32,13,0
11,13,3,OO,N271SY,BUF,-5,101,301,1334,1329,1435,27,10,49,NNE,7,0,30.43,Mostly Cloudy,23,32,16,0
11,13,3,9E,N306PQ,SYR,12,83,209,1320,1332,1403,27,10,49,NNE,7,0,30.43,Mostly Cloudy,23,32,18,0
11,13,3,9E,N834AY,BTV,26,83,266,1320,1346,1403,27,10,49,NNE,7,0,30.43,Mostly Cloudy,23,32,18,1
11,13,3,9E,N905XJ,BOS,67,90,187,1289,1356,1379,27,10,49,NNE,7,0,30.43,Mostly Cloudy,23,32,13,1
11,13,3,B6,N318JB,ORH,-8,59,150,1370,1362,1429,27,10,49,NNE,7,0,30.43,Mostly Cloudy,23,32,20,0
11,13,3,B6,N281JB,BTV,-10,74,266,1375,1365,9,27,10,49,NNE,7,0,30.43,Mostly Cloudy,23,32,18,0
11,13,3,B6,N279JB,ROC,-10,78,264,1380,1370,18,27,10,49,NNE,7,0,30.43,Mostly Cloudy,23,32,28,0
11,13,3,B6,N317JB,BUF,-5,83,301,1375,1370,18,27,10,49,NNE,7,0,30.43,Mostly Cloudy,23,32,29,0
11,13,3,AA,N103NN,BOS,53,76,187,1380,1433,16,29,9 ,43,N,3,0,30.46,Mostly Cloudy,17,18,19,1
11,13,3,B6,N966JT,SJU,37,228,1598,1400,1437,248,29,9 ,43,N,3,0,30.46,Mostly Cloudy,17,18,20,1
11,13,3,B6,N354JB,BOS,67,68,187,1375,2,3,41,29,62,W,10,0,30.3,Mostly Cloudy,11,11,16,1
11,13,3,B6,N971JT,BQN,21,223,1576,1439,20,282,41,29,62,W,10,0,30.3,Mostly Cloudy,11,11,19,1
11,14,4,B6,N630JB,FLL,-10,181,1069,301,291,482,25,15,66,NE,6,0,30.43,Mostly Cloudy,1,4,21,0
11,14,4,B6,N996JL,SJU,-8,222,1598,301,293,583,25,15,66,NE,6,0,30.43,Mostly Cloudy,1,4,29,0
11,14,4,B6,N584JB,CHS,-7,124,636,324,317,448,25,15,66,NE,6,0,30.43,Mostly Cloudy,10,22,12,0
11,14,4,B6,N942JB,LAX,-6,371,2475,340,334,531,25,15,66,NE,6,0,30.43,Mostly Cloudy,10,22,16,0
11,14,4,B6,N519JB,MCO,-9,168,944,345,336,513,25,15,66,NE,6,0,30.43,Mostly Cloudy,10,22,20,0
11,14,4,B6,N613JB,LGB,-10,368,2465,359,349,547,25,15,66,NE,6,0,30.43,Mostly Cloudy,10,22,15,0
11,14,4,AA,N886NN,ORD,-7,170,740,359,352,469,25,15,66,NNE,6,0,30.43,Mostly Cloudy,10,22,21,0
11,14,4,AA,N102NN,LAX,-6,388,2475,360,354,568,25,15,66,NNE,6,0,30.43,Mostly Cloudy,10,22,17,0
11,14,4,DL,N669DN,ATL,-2,140,760,360,358,500,25,15,66,NNE,6,0,30.43,Mostly Cloudy,10,22,16,0
11,14,4,B6,N183JB,BUF,-5,80,301,365,360,445,25,15,66,NNE,6,0,30.43,Mostly Cloudy,17,20,16,0
11,14,4,AA,N827NN,MIA,-4,194,1089,375,371,569,25,15,66,NNE,6,0,30.43,Mostly Cloudy,17,20,19,0
11,14,4,AA,N708UW,CLT,-7,134,541,380,373,514,25,15,66,NNE,6,0,30.43,Mostly Cloudy,17,20,15,0
11,14,4,B6,N978JB,LAS,-7,343,2248,381,374,544,25,15,66,NNE,6,0,30.43,Mostly Cloudy,17,20,17,0
11,14,4,AA,N869NN,DCA,-10,88,213,391,381,479,25,15,66,NNE,6,0,30.43,Mostly Cloudy,17,20,20,0
11,14,4,AA,N198AA,DFW,-4,252,1391,400,396,592,25,15,66,NNE,6,0,30.43,Mostly Cloudy,17,20,17,0
11,14,4,B6,N520JB,MSY,-1,204,1182,400,399,544,25,15,66,NNE,6,0,30.43,Mostly Cloudy,17,20,15,0
11,14,4,B6,N947JB,SFO,-5,388,2586,410,405,618,25,15,66,NNE,6,0,30.43,Mostly Cloudy,17,20,12,0
11,14,4,AS,N403AS,SFO,-8,407,2586,420,412,647,31,17,57,NNW,6,0,30.46,Mostly Cloudy,17,20,22,0
11,14,4,AA,N108NN,SFO,-7,401,2586,420,413,641,31,17,57,NNW,6,0,30.46,Mostly Cloudy,17,20,17,0
11,14,4,DL,N959AT,MSP,-5,194,1029,419,414,553,31,17,57,NNW,6,0,30.46,Mostly Cloudy,17,20,35,0
11,14,4,DL,N872DN,SLC,-5,328,1990,420,415,628,31,17,57,NNW,6,0,30.46,Mostly Cloudy,17,20,28,0
11,14,4,B6,N552JB,ATL,-3,154,760,418,415,572,31,17,57,NNW,6,0,30.46,Mostly Cloudy,17,20,16,0
11,14,4,AS,N224AK,PDX,-9,385,2454,425,416,630,31,17,57,NNW,6,0,30.46,Mostly Cloudy,17,20,34,0
11,14,4,B6,N961JT,LAX,-9,379,2475,425,416,624,31,17,57,NNW,6,0,30.46,Mostly Cloudy,17,20,23,0
11,14,4,B6,N273JB,SYR,-3,73,209,420,417,493,31,17,57,NNW,6,0,30.46,Mostly Cloudy,17,20,21,0
11,14,4,DL,N172DN,LAX,-2,375,2475,420,418,615,31,17,57,NNW,6,0,30.46,Mostly Cloudy,17,20,18,0
11,14,4,AA,N821NN,MIA,-2,194,1089,420,418,614,31,17,57,NNW,6,0,30.46,Mostly Cloudy,17,20,23,0
11,14,4,DL,N709TW,SEA,-6,381,2422,425,419,626,31,17,57,NNW,6,0,30.46,Mostly Cloudy,17,20,28,0
11,14,4,DL,N339NB,BOS,-1,80,187,420,419,500,31,17,57,NNW,6,0,30.46,Mostly Cloudy,17,20,32,0
11,14,4,B6,N709JB,SAV,0,143,718,419,419,562,31,17,57,NNW,6,0,30.46,Mostly Cloudy,17,20,18,0
11,14,4,B6,N294JB,ROC,-1,82,264,422,421,504,31,17,57,NNW,6,0,30.46,Mostly Cloudy,36,30,24,0
11,14,4,B6,N184JB,BOS,-4,73,187,427,423,500,31,17,57,NNW,6,0,30.46,Mostly Cloudy,36,30,25,0
11,14,4,OO,N273SY,ORD,17,174,740,420,437,534,31,17,57,NNW,6,0,30.46,Mostly Cloudy,36,30,19,1
11,14,4,AS,N431AS,SEA,-13,387,2422,450,437,657,31,17,57,NNW,6,0,30.46,Mostly Cloudy,36,30,23,0
11,14,4,B6,N526JL,TPA,-7,180,1005,447,440,627,31,17,57,NNW,6,0,30.46,Mostly Cloudy,36,30,19,0
11,14,4,B6,N587JB,RSW,-6,193,1074,449,443,642,31,17,57,NNW,6,0,30.46,Mostly Cloudy,36,30,19,0
11,14,4,DL,N718TW,SFO,25,397,2586,420,445,637,31,17,57,NNW,6,0,30.46,Mostly Cloudy,36,30,18,1
11,14,4,B6,N809JB,JAX,-5,153,828,451,446,604,31,17,57,NNW,6,0,30.46,Mostly Cloudy,36,30,19,0
11,14,4,B6,N279JB,BTV,-8,75,266,455,447,530,31,17,57,NNW,6,0,30.46,Mostly Cloudy,36,30,21,0
11,14,4,9E,N319PQ,PIT,-5,106,340,454,449,560,31,17,57,NNW,6,0,30.46,Mostly Cloudy,36,30,22,0
11,14,4,B6,N318JB,ORD,-2,163,740,467,465,570,31,17,57,NNW,6,0,30.46,Mostly Cloudy,36,30,13,0
11,14,4,AA,N991AN,ORD,-4,174,740,471,467,585,31,17,57,NNW,6,0,30.46,Mostly Cloudy,36,30,22,0
11,13,3,DL,N356NW,SAT,805,262,1587,1105,470,1307,31,17,57,NNW,6,0,30.46,Mostly Cloudy,35,28,11,1
11,14,4,DL,N896AT,CLT,-4,141,541,475,471,616,35,20,54,N,5,0,30.46,Mostly Cloudy,36,30,13,0
11,14,4,B6,N962JT,LAX,-8,376,2475,480,472,676,35,20,54,N,5,0,30.46,Mostly Cloudy,36,30,24,0
11,14,4,B6,N281JB,BUF,-8,84,301,480,472,564,35,20,54,N,5,0,30.46,Mostly Cloudy,36,30,12,0
11,14,4,B6,N973JT,MCO,-6,176,944,480,474,656,35,20,54,N,5,0,30.46,Mostly Cloudy,36,30,14,0
11,14,4,DL,N334NB,MSY,-4,204,1182,479,475,623,35,20,54,N,5,0,30.46,Mostly Cloudy,36,30,14,0
11,14,4,AA,N109NN,LAX,-5,380,2475,480,475,680,35,20,54,N,5,0,30.46,Mostly Cloudy,36,30,22,0
11,14,4,DL,N341NW,FLL,-4,178,1069,480,476,658,35,20,54,N,5,0,30.46,Mostly Cloudy,36,30,30,0
11,14,4,DL,N923DZ,PHX,-4,336,2153,480,476,696,35,20,54,N,5,0,30.46,Mostly Cloudy,36,30,24,0
11,14,4,9E,N320PQ,RDU,-8,110,427,485,477,595,35,20,54,N,5,0,30.46,Mostly Cloudy,36,30,35,0
11,14,4,MQ,N838AE,ORF,-8,86,290,485,477,571,35,20,54,N,5,0,30.46,Mostly Cloudy,36,30,26,0
11,14,4,9E,N306PQ,BUF,-1,92,301,479,478,571,35,20,54,N,5,0,30.46,Mostly Cloudy,36,30,28,0
11,14,4,B6,N580JB,RDU,-9,104,427,488,479,592,35,20,54,N,5,0,30.46,Mostly Cloudy,36,30,22,0
11,14,4,DL,N837DN,PDX,-6,395,2454,485,479,700,35,20,54,N,5,0,30.46,Mostly Cloudy,36,30,29,0
11,14,4,9E,N8894A,ROC,1,95,264,479,480,574,35,20,54,N,5,0,30.46,Mostly Cloudy,53,20,29,0
11,14,4,DL,N378NW,MIA,-4,192,1089,485,481,677,35,20,54,N,5,0,30.46,Mostly Cloudy,53,20,27,0
11,14,4,DL,N855DN,DEN,-3,279,1626,485,482,644,35,20,54,N,5,0,30.46,Mostly Cloudy,53,20,29,0
11,14,4,DL,N311DN,MCO,-3,176,944,485,482,661,35,20,54,N,5,0,30.46,Mostly Cloudy,53,20,16,0
11,14,4,DL,N624AG,SAN,0,377,2446,485,485,682,35,20,54,N,5,0,30.46,Mostly Cloudy,53,20,28,0
11,14,4,AA,N805NN,MIA,-5,196,1089,490,485,686,35,20,54,N,5,0,30.46,Mostly Cloudy,53,20,29,0
11,14,4,DL,N722TW,LAS,1,354,2248,485,486,659,35,20,54,N,5,0,30.46,Mostly Cloudy,53,20,32,0
11,14,4,DL,N112DU,IAH,10,253,1417,480,490,673,35,20,54,N,5,0,30.46,Mostly Cloudy,53,20,13,0
11,14,4,DL,N3738B,SJC,-4,399,2569,495,491,714,35,20,54,N,5,0,30.46,Mostly Cloudy,53,20,26,0
11,14,4,DL,N705TW,SFO,-4,405,2586,495,491,720,35,20,54,N,5,0,30.46,Mostly Cloudy,53,20,32,0
11,14,4,DL,N956AT,TPA,6,180,1005,485,491,665,35,20,54,N,5,0,30.46,Mostly Cloudy,53,20,16,0
11,14,4,DL,N181DN,LAX,-4,385,2475,500,496,705,35,20,54,N,5,0,30.46,Mostly Cloudy,53,20,31,0
11,14,4,B6,N625JB,AUS,-6,254,1521,502,496,696,35,20,54,N,5,0,30.46,Mostly Cloudy,53,20,15,0
11,14,4,B6,N603JB,SLC,-8,321,1990,505,497,706,35,20,54,N,5,0,30.46,Mostly Cloudy,53,20,28,0
11,14,4,B6,N983JT,SAN,-10,376,2446,510,500,706,35,20,54,N,5,0,30.46,Mostly Cloudy,53,20,29,0
11,14,4,AA,N172AJ,LAS,-7,358,2248,509,502,687,35,20,54,N,5,0,30.46,Mostly Cloudy,53,20,32,0
11,14,4,DL,N101DU,JAX,-5,163,828,510,505,673,35,20,54,N,5,0,30.46,Mostly Cloudy,53,20,12,0
11,14,4,9E,N330PQ,CLE,15,122,425,491,506,613,35,20,54,N,5,0,30.46,Mostly Cloudy,53,20,33,0
11,14,4,AA,N193UW,CLT,21,138,541,485,506,623,35,20,54,N,5,0,30.46,Mostly Cloudy,53,20,14,1
11,14,4,DL,N832DN,SJU,22,234,1598,485,507,779,35,20,54,N,5,0,30.46,Mostly Cloudy,53,20,24,1
11,14,4,DL,N6706Q,ATL,-1,155,760,510,509,665,35,20,54,N,5,0,30.46,Mostly Cloudy,53,20,17,0
11,14,4,B6,N991JT,SEA,-14,382,2422,525,511,727,35,20,54,N,5,0,30.46,Mostly Cloudy,53,20,26,0
11,14,4,OO,N271SY,BNA,-6,164,765,520,514,624,35,20,54,N,5,0,30.46,Mostly Cloudy,53,20,9,0
11,14,4,9E,N279PQ,DFW,6,265,1391,510,516,715,35,20,54,N,5,0,30.46,Mostly Cloudy,53,20,18,0
11,14,4,B6,N992JB,LAX,2,379,2475,515,517,714,35,20,54,N,5,0,30.46,Mostly Cloudy,53,20,28,0
11,14,4,DL,N981AT,CHS,-4,140,636,523,519,663,35,20,54,N,5,0,30.46,Mostly Cloudy,53,20,27,0
11,14,4,9E,N834AY,BWI,3,81,184,520,523,601,35,20,54,N,5,0,30.46,Mostly Cloudy,53,20,12,0
11,14,4,9E,N604LR,IAD,-10,82,228,535,525,617,35,20,54,N,5,0,30.46,Mostly Cloudy,53,20,14,0
11,14,4,9E,N309PQ,DCA,11,87,213,515,526,602,35,20,54,N,5,0,30.46,Mostly Cloudy,53,20,27,0
11,14,4,B6,N597JB,SJU,-4,232,1598,550,546,842,37,22,54,VAR,5,0,30.46,Mostly Cloudy,35,21,15,0
11,14,4,AA,N101NN,LAX,-8,383,2475,555,547,758,37,22,54,VAR,5,0,30.46,Mostly Cloudy,35,21,15,0
11,14,4,9E,N133EV,BOS,-1,80,187,550,549,630,37,22,54,VAR,5,0,30.46,Mostly Cloudy,35,21,10,0
11,14,4,B6,N594JB,MCO,-9,176,944,560,551,736,37,22,54,VAR,5,0,30.46,Mostly Cloudy,35,21,15,0
11,14,4,AS,N237AK,SEA,-6,387,2422,560,554,767,37,22,54,VAR,5,0,30.46,Mostly Cloudy,35,21,34,0
11,14,4,AS,N297AK,SFO,-15,407,2586,570,555,797,37,22,54,VAR,5,0,30.46,Mostly Cloudy,35,21,24,0
11,14,4,DL,N361NW,AUS,1,257,1521,555,556,752,37,22,54,VAR,5,0,30.46,Mostly Cloudy,35,21,17,0
11,14,4,AS,N841VA,SJC,-16,402,2569,575,559,797,37,22,54,VAR,5,0,30.46,Mostly Cloudy,35,21,36,0
11,14,4,B6,N503JB,SRQ,-9,184,1041,568,559,752,37,22,54,VAR,5,0,30.46,Mostly Cloudy,35,21,24,0
11,14,4,B6,N981JT,SFO,-2,397,2586,562,560,779,37,22,54,VAR,5,0,30.46,Mostly Cloudy,35,21,21,0
11,14,4,9E,N324PQ,DTW,-2,128,509,569,567,697,37,22,54,VAR,5,0,30.46,Mostly Cloudy,35,21,31,0
11,14,4,9E,N8869B,PWM,-3,77,273,570,567,647,37,22,54,VAR,5,0,30.46,Mostly Cloudy,35,21,24,0
11,14,4,DL,N707TW,SFO,-8,400,2586,580,572,800,37,22,54,VAR,5,0,30.46,Mostly Cloudy,35,21,21,0
11,14,4,YX,N357FC,CMH,-5,115,483,580,575,695,37,22,54,VAR,5,0,30.46,Mostly Cloudy,35,21,22,0
11,14,4,9E,N8891A,ORF,-5,88,290,580,575,668,37,22,54,VAR,5,0,30.46,Mostly Cloudy,35,21,25,0
11,14,4,9E,N326PQ,ORD,-3,167,740,580,577,687,37,22,54,VAR,5,0,30.46,Mostly Cloudy,35,21,22,0
11,14,4,B6,N2002J,FLL,-3,188,1069,590,587,778,37,22,54,VAR,5,0,30.46,Mostly Cloudy,35,21,19,0
11,14,4,9E,N186PQ,IND,3,142,665,585,588,727,37,22,54,VAR,5,0,30.46,Mostly Cloudy,35,21,20,0
11,14,4,DL,N175DN,LAX,-3,380,2475,595,592,795,40,23,51,WSW,7,0,30.44,Mostly Cloudy,35,21,19,0
11,14,4,HA,N374HA,HNL,-6,675,4983,600,594,975,40,23,51,WSW,7,0,30.44,Mostly Cloudy,35,21,21,0
11,14,4,B6,N183JB,BUF,-5,85,301,599,594,684,40,23,51,WSW,7,0,30.44,Mostly Cloudy,35,21,16,0
11,14,4,B6,N566JB,PBI,-8,180,1028,605,597,785,40,23,51,WSW,7,0,30.44,Mostly Cloudy,35,21,21,0
11,14,4,B6,N986JB,LAX,-7,376,2475,608,601,804,40,23,51,WSW,7,0,30.44,Mostly Cloudy,20,22,25,0
11,14,4,OO,N275SY,RIC,16,98,288,597,613,695,40,23,51,WSW,7,0,30.44,Mostly Cloudy,20,22,24,1
11,14,4,MQ,N833AE,CLE,-9,116,425,629,620,745,40,23,51,WSW,7,0,30.44,Mostly Cloudy,20,22,15,0
11,14,4,9E,N582CA,BOS,-5,76,187,629,624,705,40,23,51,WSW,7,0,30.44,Mostly Cloudy,20,22,23,0
11,14,4,B6,N715JB,BUR,-5,376,2465,637,632,833,40,23,51,WSW,7,0,30.44,Mostly Cloudy,20,22,16,0
11,14,4,AA,N981AN,PHX,-2,346,2153,651,649,877,40,23,51,WSW,7,0,30.44,Mostly Cloudy,20,22,18,0
11,14,4,9E,N8877A,SYR,-7,80,209,660,653,740,41,25,53,VAR,7,0,30.41,Mostly Cloudy,20,22,18,0
11,14,4,AA,N107NN,SFO,-7,394,2586,660,653,874,41,25,53,VAR,7,0,30.41,Mostly Cloudy,20,22,17,0
11,14,4,DL,N850DN,LAS,-6,344,2248,659,653,823,41,25,53,VAR,7,0,30.41,Mostly Cloudy,20,22,21,0
11,14,4,B6,N657JB,MCO,-10,175,944,665,655,840,41,25,53,VAR,7,0,30.41,Mostly Cloudy,20,22,13,0
11,14,4,YX,N879RW,DCA,-4,75,213,665,661,740,41,25,53,VAR,7,0,30.41,Mostly Cloudy,29,20,18,0
11,14,4,AA,N812NN,MIA,-1,193,1089,665,664,858,41,25,53,VAR,7,0,30.41,Mostly Cloudy,29,20,23,0
11,14,4,DL,N960AT,MSP,-4,187,1029,669,665,796,41,25,53,VAR,7,0,30.41,Mostly Cloudy,29,20,16,0
11,14,4,AA,N103NN,LAX,7,378,2475,660,667,858,41,25,53,VAR,7,0,30.41,Mostly Cloudy,29,20,21,0
11,14,4,DL,N878DN,SLC,-2,319,1990,670,668,869,41,25,53,VAR,7,0,30.41,Mostly Cloudy,29,20,17,0
11,14,4,DL,N844DN,SEA,-7,384,2422,675,668,879,41,25,53,VAR,7,0,30.41,Mostly Cloudy,29,20,16,0
11,14,4,B6,N273JB,BOS,-1,70,187,677,676,747,41,25,53,VAR,7,0,30.41,Mostly Cloudy,29,20,13,0
11,14,4,DL,N318DX,MCO,-2,170,944,685,683,855,41,25,53,VAR,7,0,30.41,Mostly Cloudy,29,20,15,0
11,14,4,DL,N721TW,SFO,-2,396,2586,685,683,901,41,25,53,VAR,7,0,30.41,Mostly Cloudy,29,20,12,0
11,14,4,AS,N282AK,SFO,-5,407,2586,690,685,917,41,25,53,VAR,7,0,30.41,Mostly Cloudy,29,20,20,0
11,14,4,DL,N352NW,MIA,-4,184,1089,689,685,873,41,25,53,VAR,7,0,30.41,Mostly Cloudy,29,20,19,0
11,14,4,DL,N378DN,FLL,-2,183,1069,689,687,872,41,25,53,VAR,7,0,30.41,Mostly Cloudy,29,20,24,0
11,14,4,AS,N272AK,LAX,-2,390,2475,690,688,900,41,25,53,VAR,7,0,30.41,Mostly Cloudy,29,20,20,0
11,14,4,B6,N934JB,SFO,30,393,2586,659,689,872,41,25,53,VAR,7,0,30.41,Mostly Cloudy,29,20,28,1
11,14,4,DL,N937AT,CLT,-8,135,541,705,697,840,41,25,53,VAR,7,0,30.41,Mostly Cloudy,29,20,16,0
11,14,4,9E,N602LR,RDU,-7,107,427,705,698,812,41,25,53,VAR,7,0,30.41,Mostly Cloudy,29,20,16,0
11,14,4,DL,N345NW,ATL,-1,151,760,700,699,851,41,25,53,VAR,7,0,30.41,Mostly Cloudy,29,20,17,0
11,14,4,DL,N359NW,TPA,-9,168,1005,708,699,876,41,25,53,VAR,7,0,30.41,Mostly Cloudy,29,20,21,0
11,14,4,OO,N270SY,BUF,0,93,301,700,700,793,41,25,53,VAR,7,0,30.41,Mostly Cloudy,29,20,23,0
11,14,4,DL,N814DN,SJU,-1,223,1598,705,704,988,41,25,53,VAR,7,0,30.41,Mostly Cloudy,29,20,17,0
11,14,4,DL,N185DN,LAX,-1,378,2475,705,704,903,41,25,53,VAR,7,0,30.41,Mostly Cloudy,29,20,20,0
11,14,4,YX,N437YX,DCA,-4,80,213,713,709,793,41,25,53,VAR,7,0,30.41,Mostly Cloudy,29,20,17,0
11,14,4,B6,N317JB,ROC,-7,77,264,725,718,802,41,26,55,SSW,9,0,30.38,Mostly Cloudy,29,20,13,0
11,14,4,B6,N990JL,LAX,-1,373,2475,720,719,913,41,26,55,SSW,9,0,30.38,Mostly Cloudy,29,20,16,0
11,14,4,B6,N281JB,BTV,-10,72,266,730,720,802,41,26,55,SSW,9,0,30.38,Mostly Cloudy,21,28,10,0
11,14,4,YX,N203JQ,BOS,-7,84,187,749,742,833,41,26,55,SSW,9,0,30.38,Mostly Cloudy,21,28,19,0
11,14,4,9E,N8894A,BTV,-8,80,266,755,747,835,41,26,55,SSW,9,0,30.38,Mostly Cloudy,21,28,16,0
11,14,4,AA,N116AN,LAX,-3,380,2475,750,747,950,41,26,55,SSW,9,0,30.38,Mostly Cloudy,21,28,17,0
11,14,4,9E,N309PQ,ORD,-2,167,740,780,778,887,44,29,55,SSW,7,0,30.36,Mostly Cloudy,21,28,16,0
11,14,4,AS,N238AK,LAX,-5,390,2475,785,780,995,44,29,55,SSW,7,0,30.36,Mostly Cloudy,26,41,24,0
11,14,4,9E,N330PQ,RDU,-3,113,427,787,784,900,44,29,55,SSW,7,0,30.36,Mostly Cloudy,26,41,16,0
11,14,4,B6,N580JB,IAH,2,250,1417,786,788,976,44,29,55,SSW,7,0,30.36,Mostly Cloudy,26,41,15,0
11,14,4,DL,N121DU,DTW,11,123,509,779,790,902,44,29,55,SSW,7,0,30.36,Mostly Cloudy,26,41,25,0
11,14,4,9E,N604LR,DCA,20,83,213,770,790,853,44,29,55,SSW,7,0,30.36,Mostly Cloudy,26,41,15,1
11,14,4,B6,N279JB,PBI,105,181,1028,689,794,870,44,29,55,SSW,7,0,30.36,Mostly Cloudy,26,41,18,1
11,14,4,OO,N273SY,BUF,-14,90,301,810,796,900,44,29,55,SSW,7,0,30.36,Mostly Cloudy,26,41,27,0
11,14,4,9E,N937XJ,DFW,-6,252,1391,810,804,1002,44,29,55,SSW,7,0,30.36,Mostly Cloudy,26,41,23,0
11,14,4,DL,N358NW,AUS,-9,257,1521,815,806,1012,44,29,55,SSW,7,0,30.36,Mostly Cloudy,26,41,18,0
11,14,4,9E,N8869B,IAD,-8,82,228,815,807,897,44,29,55,SSW,7,0,30.36,Mostly Cloudy,26,41,21,0
11,14,4,DL,N896AT,CHS,-9,134,636,820,811,954,44,29,55,SSW,7,0,30.36,Mostly Cloudy,26,41,19,0
11,14,4,9E,N303PQ,CLE,72,116,425,740,812,856,44,29,55,SSW,7,0,30.36,Mostly Cloudy,26,41,19,1
